grid_lat,grid_lon,total_sample,mw_sample,mw_ratio,sub6_sample,sub6_ratio,5g_sample,5g_ratio,lte_sample,lte_ratio,total_cs_sample,mw_cs_sample,mw_cs_ratio,sub6_cs_sample,sub6_cs_ratio,5g_cs_sample,5g_cs_sample,lte_cs_sample,lte_cs_ratio
-86.161,39.767,11474,8406,0.732612864,185,0.016123409,8591,0.748736273,2883,0.251263727,75,39,0.52,3,0.04,42,0.56,33,0.44
-86.161,39.7685,605,567,0.937190083,0,0,567,0.937190083,38,0.062809917,10,5,0.5,0,0,5,0.5,5,0.5
-86.161,39.769,223,218,0.977578475,2,0.00896861,220,0.986547085,3,0.013452915,5,3,0.6,1,0.2,4,0.8,1,0.2
-86.161,39.7695,18588,13713,0.737734022,77,0.004142457,13790,0.741876479,4798,0.258123521,240,116,0.483333333,6,0.025,122,0.508333333,118,0.491666667
-86.161,39.77,4494,2700,0.600801068,54,0.012016021,2754,0.612817089,1740,0.387182911,69,30,0.434782609,3,0.043478261,33,0.47826087,36,0.52173913
-86.161,39.7705,1108,867,0.782490975,0,0,867,0.782490975,241,0.217509025,8,4,0.5,0,0,4,0.5,4,0.5
-86.161,39.771,5931,191,0.032203676,1572,0.265048053,1763,0.297251728,4168,0.702748272,125,2,0.016,46,0.368,48,0.384,77,0.616
-86.161,39.7715,1600,0,0,751,0.469375,751,0.469375,849,0.530625,43,0,0,25,0.581395349,25,0.581395349,18,0.418604651
-86.161,39.772,911,0,0,382,0.419319429,382,0.419319429,529,0.580680571,43,0,0,20,0.465116279,20,0.465116279,23,0.534883721
-86.161,39.7725,16051,242,0.015076942,9779,0.60924553,10021,0.624322472,6030,0.375677528,224,6,0.026785714,84,0.375,90,0.401785714,134,0.598214286
-86.161,39.773,1256,0,0,579,0.460987261,579,0.460987261,677,0.539012739,25,0,0,14,0.56,14,0.56,11,0.44
-86.161,39.7735,1690,0,0,763,0.45147929,763,0.45147929,927,0.54852071,36,0,0,16,0.444444444,16,0.444444444,20,0.555555556
-86.161,39.774,11926,0,0,5835,0.489267147,5835,0.489267147,6091,0.510732853,98,0,0,37,0.37755102,37,0.37755102,61,0.62244898
-86.161,39.7745,2005,0,0,872,0.434912718,872,0.434912718,1133,0.565087282,36,0,0,12,0.333333333,12,0.333333333,24,0.666666667
-86.161,39.775,1654,0,0,607,0.366989117,607,0.366989117,1047,0.633010883,29,0,0,12,0.413793103,12,0.413793103,17,0.586206897
-86.161,39.7755,8428,0,0,2701,0.320479355,2701,0.320479355,5727,0.679520645,42,0,0,19,0.452380952,19,0.452380952,23,0.547619048
-86.161,39.777,1927,0,0,1174,0.609237156,1174,0.609237156,753,0.390762844,23,0,0,11,0.47826087,11,0.47826087,12,0.52173913
-86.161,39.778,13716,0,0,9354,0.681977253,9354,0.681977253,4362,0.318022747,141,0,0,63,0.446808511,63,0.446808511,78,0.553191489
-86.1605,39.761,2663,1725,0.647765678,45,0.016898235,1770,0.664663913,893,0.335336087,129,62,0.480620155,2,0.015503876,64,0.496124031,65,0.503875969
-86.1605,39.7615,6382,4552,0.713256033,282,0.044186775,4834,0.757442808,1548,0.242557192,188,106,0.563829787,3,0.015957447,109,0.579787234,79,0.420212766
-86.1605,39.764,1104,641,0.580615942,0,0,641,0.580615942,463,0.419384058,16,10,0.625,0,0,10,0.625,6,0.375
