time,lat,lon,pcell_cid,pcell_freq,nrcell_cid,nrcell_freq,scell1_cid,scell1_freq,scell2_cid,scell2_freq,scell3_cid,scell3_freq,nr_scell1_cid,nr_scell1_freq,nr_scell2_cid,nr_scell2_freq,nr_scell3_cid,nr_scell3_freq,cell_set_type,cell_set_type_v2,throughput,rtt,disruption,thput_confidence_level,bw,time_delta,cell_num,width
1640549200,-86.16176514,39.76824331,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,206.52784,None,None,1,120,13.3900001,5,420
1640549200,-86.16176507,39.76824341,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,224.58544,None,None,1,120,13.5,5,420
1640549200,-86.16176504,39.76824344,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,201.54128,None,None,1,120,13.60000014,5,420
1640549201,-86.16176505,39.76824342,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,212.50944,None,None,1,120,13.71000004,5,420
1640549201,-86.16176506,39.76824341,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,228.71328,None,None,1,120,13.81000018,5,420
1640549201,-86.16176506,39.76824339,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,207.35536,None,None,1,120,13.92000008,5,420
1640549201,-86.16176507,39.76824337,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,129.01168,None,None,1,120,14.03000021,5,420
1640549201,-86.16176507,39.76824336,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,164.24208,None,None,1,120,14.1400001,5,420
1640549201,-86.16176508,39.76824334,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,178.83184,None,None,1,120,14.25,5,420
1640549201,-86.16176508,39.76824332,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,271.47952,None,None,1,120,14.35000014,5,420
1640549201,-86.16176509,39.7682433,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,350.43424,None,None,1,120,14.46000004,5,420
1640549201,-86.1617651,39.76824329,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,242.54768,None,None,1,120,14.56000018,5,420
1640549202,-86.16176509,39.76824327,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,229.55168,None,None,1,120,14.67000008,5,420
1640549202,-86.16176508,39.76824326,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,222.05536,None,None,1,120,14.78000021,5,420
1640549202,-86.16176507,39.76824325,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,228.28864,None,None,1,120,14.8900001,5,420
1640549202,-86.16176505,39.76824324,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,232.46144,None,None,1,120,15,5,420
1640549202,-86.16176504,39.76824323,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,223.65856,None,None,1,120,15.10000014,5,420
1640549202,-86.16176503,39.76824322,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,247.1056,None,None,1,120,15.21000004,5,420
1640549202,-86.16176501,39.7682432,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,214.19568,None,None,1,120,15.31000018,5,420
1640549202,-86.161765,39.76824319,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,246.8416,None,None,1,120,15.42000008,5,420
1640549202,-86.16176498,39.76824318,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,235.09088,None,None,1,120,15.53000021,5,420
1640549202,-86.16176497,39.76824317,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,223.79744,None,None,1,120,15.6400001,5,420
